Topic,first_Author,URL_forAuthor1,second_Author,URL_forAuthor2,third_Author,URL_forAuthor3
optical sensors,Thomas Suleski,https://pages.charlotte.edu/connections/people/thomas-suleski/,Faramarz Farahi,https://pages.charlotte.edu/connections/people/faramarz-farahi/,Awad Gerges,https://pages.charlotte.edu/connections/people/awad-gerges/
criminological theory,John Stogner,https://pages.charlotte.edu/connections/people/john-stogner/,Shannon Reid,https://pages.charlotte.edu/connections/people/shannon-reid/,Myron Exum,https://pages.charlotte.edu/connections/people/myron-exum/
family sociology,Mary McKenzie,https://pages.charlotte.edu/connections/people/mary-mckenzie/,Cynthia Hancock,https://pages.charlotte.edu/connections/people/cynthia-hancock/,,
stratification,Kendra Jason,https://pages.charlotte.edu/connections/people/kendra-jason/,Yang Cao,https://pages.charlotte.edu/connections/people/yang-cao/,,
principles of chemistry,Richard Jew,https://pages.charlotte.edu/connections/people/richard-jew/,Susan Michael,https://pages.charlotte.edu/connections/people/susan-michael/,Jon Merkert,https://pages.charlotte.edu/connections/people/jon-merkert/
general chemistry,Kathryn Asala,https://pages.charlotte.edu/connections/people/kathryn-asala/,Susan Michael,https://pages.charlotte.edu/connections/people/susan-michael/,Caryn Striplin,https://pages.charlotte.edu/connections/people/caryn-striplin/
terrorism,Matthew Phillips,https://pages.charlotte.edu/connections/people/matthew-phillips/,Richard Leeman,https://pages.charlotte.edu/connections/people/richard-leeman/,,
film,William Davis,https://pages.charlotte.edu/connections/people/wsdavis/,Jay Morong,https://pages.charlotte.edu/connections/people/jmorong/,Mark Pizzato,https://pages.charlotte.edu/connections/people/mpizzato/
small group communication,Carol Leeman,https://pages.charlotte.edu/connections/people/carol-leeman/,Sandy Hanson,https://pages.charlotte.edu/connections/people/sandy-hanson/,Debra Baker,https://pages.charlotte.edu/connections/people/debra-baker/
education,Marissa Nesbit,https://pages.charlotte.edu/connections/people/mnesbit4/,Stephanie Potochnick,https://pages.charlotte.edu/connections/people/spotochn/,Victoria Rankin,https://pages.charlotte.edu/connections/people/vrankin1/
new media,Robin Rothberg,https://pages.charlotte.edu/connections/people/robin-rothberg/,Alan Rauch,https://pages.charlotte.edu/connections/people/alan-rauch/,,
popular culture,"Jessica ""J.B."" Burke",https://pages.charlotte.edu/connections/people/jburke43/,Andrew Leventis,https://pages.charlotte.edu/connections/people/aleventi/,Jay Morong,https://pages.charlotte.edu/connections/people/jmorong/
writing,Andrew Hartley,https://pages.charlotte.edu/connections/people/ajhartle/,Aaron Gwyn,https://pages.charlotte.edu/connections/people/aaron-gwyn/,Aaron Toscano,https://pages.charlotte.edu/connections/people/aaron-toscano/
american politics,Jason Windett,https://pages.charlotte.edu/connections/people/jwindett/,Mark Wilson,https://pages.charlotte.edu/connections/people/mark-wilson/,Jacqueline Chattopadhyay,https://pages.charlotte.edu/connections/people/jacqueline-chattopadhyay/
social movements,Elisabeth Paquette,https://pages.charlotte.edu/connections/people/epaquet1/,Crystal Eddins,https://pages.charlotte.edu/connections/people/ceddins/,Jason Black,https://pages.charlotte.edu/connections/people/jblac143/
molecular biology,Tingting Xiang,https://pages.charlotte.edu/connections/people/txiang/,Colleen Eade,https://pages.charlotte.edu/connections/people/ceade/,Shan Yan,https://pages.charlotte.edu/connections/people/shan-yan/
archaeology,Simon Gibson,https://pages.charlotte.edu/connections/people/sgibso34/,J. Alan May,https://pages.charlotte.edu/connections/people/alan-may/,,
international relations,Elizabeth Yoder,https://pages.charlotte.edu/connections/people/eyoder1/,Benjamin Radford,https://pages.charlotte.edu/connections/people/bradfor7/,Dale Smith,https://pages.charlotte.edu/connections/people/dale-smith/
inflammation,Ian Marriott,https://pages.charlotte.edu/connections/people/ian-marriott/,Pinku Mukherjee,https://pages.charlotte.edu/connections/people/pinku-mukherjee/,Didier Dreau,https://pages.charlotte.edu/connections/people/didier-dreau/
diversity,Mya Wilson,https://pages.charlotte.edu/connections/people/mwils211/,Elizabeth Yoder,https://pages.charlotte.edu/connections/people/eyoder1/,Chris Berry,https://pages.charlotte.edu/connections/people/cberry18/
environmental history,Erin Eldridge,https://pages.charlotte.edu/connections/people/eeldrid3/,Aaron Shapiro,https://pages.charlotte.edu/connections/people/aaron-shapiro/,Oscar De la Torre Cueva,https://pages.charlotte.edu/connections/people/oscar-de-la-torre-cueva/
poetry,D.Christopher Davis,https://pages.charlotte.edu/connections/people/d-christopher-davis/,Lara Vetter,https://pages.charlotte.edu/connections/people/lara-vetter/,,
public address,Jason Black,https://pages.charlotte.edu/connections/people/jblac143/,Richard Leeman,https://pages.charlotte.edu/connections/people/richard-leeman/,Daniel Grano,https://pages.charlotte.edu/connections/people/daniel-grano/
feminist theory,Ann Dils,https://pages.charlotte.edu/connections/people/adils/,Robin James,https://pages.charlotte.edu/connections/people/robin-james/,Elizabeth Gargano,https://pages.charlotte.edu/connections/people/elizabeth-gargano/
feminist philosophy,Shannon Sullivan,https://pages.charlotte.edu/connections/people/shannon-sullivan/,,,,
central nervous system,Kristen Funk Johnson,https://pages.charlotte.edu/connections/people/kfunk/,Ian Marriott,https://pages.charlotte.edu/connections/people/ian-marriott/,Kenneth Bost,https://pages.charlotte.edu/connections/people/kenneth-bost/
emancipation,John David Smith,https://pages.charlotte.edu/connections/people/john-david-smith/,Shepherd McKinley,https://pages.charlotte.edu/connections/people/shepherd-mckinley/,,
technology and society,Bianca Reisdorf,https://pages.charlotte.edu/connections/people/breisdor/,Ritika Prasad,https://pages.charlotte.edu/connections/people/ritika-prasad/,,
aging,John Nance,https://pages.charlotte.edu/connections/people/jcnance/,Kristen Funk Johnson,https://pages.charlotte.edu/connections/people/kfunk/,Cynthia Hancock,https://pages.charlotte.edu/connections/people/cynthia-hancock/
music,Elizabeth Yoder,https://pages.charlotte.edu/connections/people/eyoder1/,Joe Skillen,https://pages.charlotte.edu/connections/people/jskillen/,Jonah Elrod,https://pages.charlotte.edu/connections/people/jelrod6-2/
postcolonial literature,Tanure Ojaide,https://pages.charlotte.edu/connections/people/tanure-ojaide/,,,,
climate change,Liz McCormick,https://pages.charlotte.edu/connections/people/emccorm4/,Nadia Anderson,https://pages.charlotte.edu/connections/people/nander35/,Jacob Scheff,https://pages.charlotte.edu/connections/people/jscheff/
southern culture,Tamara Williams,https://pages.charlotte.edu/connections/people/twill260/,Karen Cox,https://pages.charlotte.edu/connections/people/karen-cox/,Paula Eckard,https://pages.charlotte.edu/connections/people/paula-eckard/
economic sociology,Yang Cao,https://pages.charlotte.edu/connections/people/yang-cao/,,,,
ecocriticism,Chris Jarrett,https://pages.charlotte.edu/connections/people/cjarret5/,Juan Meneses Naranjo,https://pages.charlotte.edu/connections/people/juan-meneses-naranjo/,Jennifer Munroe,https://pages.charlotte.edu/connections/people/jennifer-munroe/
fiber optics,Faramarz Farahi,https://pages.charlotte.edu/connections/people/faramarz-farahi/,Ishwar Aggarwal,https://pages.charlotte.edu/connections/people/ishwar-aggarwal/,,
public relations,Robin Rothberg,https://pages.charlotte.edu/connections/people/robin-rothberg/,Ashli Stokes,https://pages.charlotte.edu/connections/people/ashli-stokes/,,
history of technology,Peter Thorsheim,https://pages.charlotte.edu/connections/people/peter-thorsheim/,Ritika Prasad,https://pages.charlotte.edu/connections/people/ritika-prasad/,,
China studies,Yang Cao,https://pages.charlotte.edu/connections/people/yang-cao/,,,,
British literature,Tony Jackson,https://pages.charlotte.edu/connections/people/tony-jackson/,,,,
reconstruction,Kim Jones,https://pages.charlotte.edu/connections/people/kjones39/,John David Smith,https://pages.charlotte.edu/connections/people/john-david-smith/,Shepherd McKinley,https://pages.charlotte.edu/connections/people/shepherd-mckinley/
environment,Jonah Elrod,https://pages.charlotte.edu/connections/people/jelrod6-2/,Catty Dan Zhang,https://pages.charlotte.edu/connections/people/dzhang14/,Liz McCormick,https://pages.charlotte.edu/connections/people/emccorm4/
mass spectrometry,Brian Cooper,https://pages.charlotte.edu/connections/people/brian-cooper/,Andrew Truman,https://pages.charlotte.edu/connections/people/andrew-truman/,,
spanish american,Ann Gonzalez,https://pages.charlotte.edu/connections/people/ann-gonzalez/,,,,
domestic violence,Jennifer Hartman,https://pages.charlotte.edu/connections/people/jennifer-hartman/,Amy J Barsanti,https://pages.charlotte.edu/connections/people/amy-j-barsanti/,David R Langford,https://pages.charlotte.edu/connections/people/david-r-langford/
american west,Steven Sabol,https://pages.charlotte.edu/connections/people/steven-sabol/,Benny Andres,https://pages.charlotte.edu/connections/people/benny-andres/,,
biotechnology,Matthew Parrow,https://pages.charlotte.edu/connections/people/matthew-parrow/,Sharon Bullock,https://pages.charlotte.edu/connections/people/sharon-bullock/,,
emotion,Sara Levens,https://pages.charlotte.edu/connections/people/sara-levens/,Myron Exum,https://pages.charlotte.edu/connections/people/myron-exum/,,
argumentation,Timothy Horne,https://pages.charlotte.edu/connections/people/timothy-horne/,Ronald Lunsford,https://pages.charlotte.edu/connections/people/ronald-lunsford/,,
society,Jennifer Wallace,https://pages.charlotte.edu/connections/people/jwalla52/,Reginald Raymer,https://pages.charlotte.edu/connections/people/reginald-raymer/,Jonathan Marks,https://pages.charlotte.edu/connections/people/jonathan-marks/
women\u2019s studies,Laura Waringer,https://pages.charlotte.edu/connections/people/lwaringe/,Betsy West,https://pages.charlotte.edu/connections/people/bcwest/,Deborah Ryan,https://pages.charlotte.edu/connections/people/deryan/
criminal justice system,Beth Bjerregaard,https://pages.charlotte.edu/connections/people/beth-bjerregaard/,,,,
adaptation,Nicole Peterson,https://pages.charlotte.edu/connections/people/nicole-peterson/,,,,
violence,Erin Eldridge,https://pages.charlotte.edu/connections/people/eeldrid3/,Matthew Phillips,https://pages.charlotte.edu/connections/people/matthew-phillips/,Julia Robinson,https://pages.charlotte.edu/connections/people/julia-robinson/
urban streams,Sandra Clinton,https://pages.charlotte.edu/connections/people/sandra-clinton/,Matthew Eastin,https://pages.charlotte.edu/connections/people/matthew-eastin/,David Vinson,https://pages.charlotte.edu/connections/people/david-vinson/
continental philosophy,Elisabeth Paquette,https://pages.charlotte.edu/connections/people/epaquet1/,Robin James,https://pages.charlotte.edu/connections/people/robin-james/,Shannon Sullivan,https://pages.charlotte.edu/connections/people/shannon-sullivan/
american military history,Mark Wilson,https://pages.charlotte.edu/connections/people/mark-wilson/,,,,
delinquency,Matthew Phillips,https://pages.charlotte.edu/connections/people/matthew-phillips/,Bruce Arrigo,https://pages.charlotte.edu/connections/people/bruce-arrigo/,,
Fiction Writing,Aaron Gwyn,https://pages.charlotte.edu/connections/people/aaron-gwyn/,Bryn Chancellor,https://pages.charlotte.edu/connections/people/bryn-chancellor/,,
gender history,Sonya Ramsey,https://pages.charlotte.edu/connections/people/sonya-ramsey/,,,,
contemporary american poetry,Peter Blair,https://pages.charlotte.edu/connections/people/peter-blair/,Gretchen Pratt,https://pages.charlotte.edu/connections/people/gretchen-pratt/,,
perception,Catty Dan Zhang,https://pages.charlotte.edu/connections/people/dzhang14/,Peter Wong,https://pages.charlotte.edu/connections/people/plwong/,,
criminal courts,Kathleen Nicolaides,https://pages.charlotte.edu/connections/people/kathleen-nicolaides/,,,,
quantitative methodology,Zinobia Bennefield,https://pages.charlotte.edu/connections/people/zbennefi/,Beth Bjerregaard,https://pages.charlotte.edu/connections/people/beth-bjerregaard/,,
mental health,Elizabeth Yoder,https://pages.charlotte.edu/connections/people/eyoder1/,John Nance,https://pages.charlotte.edu/connections/people/jcnance/,Stephanie Potochnick,https://pages.charlotte.edu/connections/people/spotochn/
medical sociology,Zinobia Bennefield,https://pages.charlotte.edu/connections/people/zbennefi/,Teresa Scheid,https://pages.charlotte.edu/connections/people/teresa-scheid/,,
electro optics,Michael Fiddy,https://pages.charlotte.edu/connections/people/michael-fiddy/,Glenn Boreman,https://pages.charlotte.edu/connections/people/glenn-boreman/,,
incarceration,Dorothy Smith-Ruiz,https://pages.charlotte.edu/connections/people/dorothy-smith-ruiz/,Catherine Fuentes,https://pages.charlotte.edu/connections/people/catherine-fuentes/,,
pragmatics,Ronald Lunsford,https://pages.charlotte.edu/connections/people/ronald-lunsford/,,,,
topical editor,Michael Fiddy,https://pages.charlotte.edu/connections/people/michael-fiddy/,Vasily Astratov,https://pages.charlotte.edu/connections/people/vasily-astratov/,,
african american women,Dorothy Smith-Ruiz,https://pages.charlotte.edu/connections/people/dorothy-smith-ruiz/,Judith B Cornelius,https://pages.charlotte.edu/connections/people/judith-b-cornelius/,,
interpersonal communication,Staci Kuntzman,https://pages.charlotte.edu/connections/people/staci-kuntzman/,Carol Leeman,https://pages.charlotte.edu/connections/people/carol-leeman/,,
African American literature,Jeffrey Leak,https://pages.charlotte.edu/connections/people/jeffrey-leak/,Janaka Lewis,https://pages.charlotte.edu/connections/people/janaka-lewis/,,
sociology of education,Victoria Rankin,https://pages.charlotte.edu/connections/people/vrankin1/,Justin Lane,https://pages.charlotte.edu/connections/people/jlane35/,Roslyn Mickelson,https://pages.charlotte.edu/connections/people/roslyn-mickelson/
health disparities,Mya Wilson,https://pages.charlotte.edu/connections/people/mwils211/,Tianca Crocker,https://pages.charlotte.edu/connections/people/tcrocke7/,Lorenzo Hopper,https://pages.charlotte.edu/connections/people/lhopper6/
material culture,Dan Du,https://pages.charlotte.edu/connections/people/ddu2/,Akinwumi Ogundiran,https://pages.charlotte.edu/connections/people/akinwumi-ogundiran/,Alan Rauch,https://pages.charlotte.edu/connections/people/alan-rauch/
caribbean literature,Tanure Ojaide,https://pages.charlotte.edu/connections/people/tanure-ojaide/,Jose Batista,https://pages.charlotte.edu/connections/people/jose-batista/,,
literature,Juan Meneses Naranjo,https://pages.charlotte.edu/connections/people/juan-meneses-naranjo/,Elizabeth Gargano,https://pages.charlotte.edu/connections/people/elizabeth-gargano/,Paula Eckard,https://pages.charlotte.edu/connections/people/paula-eckard/
